race;interval;id;Rank;Bib;LastName;FirstName;Team;Nation;YOB;Sex;AgeClass;AcRank;NetTime;GunTime;Age;NetMins;GunMins
21k;10K;NA;NA;227;NA;NA;"Bürstenschröder Seit 1866";"DEU";1942;M;M65;NA;"00:56:05";"NA";69;56.0833;NA
21k;complete;NA;10498;F6328;NA;NA;"NA";"DEU";1970;W;W40;318;"02:05:45";"02:23:28";41;125.75;143.4667
21k;10K;NA;NA;F6328;NA;NA;"NA";"DEU";1970;W;W40;NA;"00:58:07";"NA";41;58.1167;NA
21k;complete;NA;10499;F5457;NA;NA;"Lauftreff Wunstorf";"DEU";1965;W;W45;345;"02:05:45";"02:24:52";46;125.75;144.8667
21k;10K;NA;NA;F5457;NA;NA;"Lauftreff Wunstorf";"DEU";1965;W;W45;NA;"00:56:11";"NA";46;56.1833;NA
21k;complete;NA;10500;12470;NA;NA;"Ksc Kanu Müggelheim";"DEU";1963;M;M45;1698;"02:05:45";"02:23:50";48;125.75;143.8333
21k;10K;NA;NA;12470;NA;NA;"Ksc Kanu Müggelheim";"DEU";1963;M;M45;NA;"00:54:41";"NA";48;54.6833;NA
21k;complete;NA;10501;F2929;NA;NA;"NA";"DEU";1961;W;W50;198;"02:05:45";"02:22:18";50;125.75;142.3
21k;10K;NA;NA;F2929;NA;NA;"NA";"DEU";1961;W;W50;NA;"00:57:51";"NA";50;57.85;NA
21k;complete;NA;10502;14606;NA;NA;"NA";"DEU";1964;M;M45;1699;"02:05:46";"02:26:33";47;125.7667;146.55
21k;10K;NA;NA;14606;NA;NA;"NA";"DEU";1964;M;M45;NA;"00:56:49";"NA";47;56.8167;NA
21k;complete;NA;10503;15075;NA;NA;"SGBSP";"DEU";1977;M;M30;1153;"02:05:46";"02:29:06";34;125.7667;149.1
21k;10K;NA;NA;15075;NA;NA;"SGBSP";"DEU";1977;M;M30;NA;"00:54:04";"NA";34;54.0667;NA
21k;complete;NA;10504;5041;NA;NA;"InstRadBioBw";"DEU";1955;M;M55;448;"02:05:46";"02:11:53";56;125.7667;131.8833
21k;10K;NA;NA;5041;NA;NA;"InstRadBioBw";"DEU";1955;M;M55;NA;"00:58:49";"NA";56;58.8167;NA
21k;complete;NA;10505;F5805;NA;NA;"NA";"DEU";1986;W;WH;387;"02:05:46";"02:26:55";25;125.7667;146.9167
21k;10K;NA;NA;F5805;NA;NA;"NA";"DEU";1986;W;WH;NA;"00:55:09";"NA";25;55.15;NA
21k;complete;NA;10506;9203;NA;NA;"NA";"DEU";1982;M;MH;1277;"02:05:46";"02:09:49";29;125.7667;129.8167
21k;10K;NA;NA;9203;NA;NA;"NA";"DEU";1982;M;MH;NA;"00:53:29";"NA";29;53.4833;NA
21k;complete;NA;10507;F1415;NA;NA;"NA";"DEU";1989;W;WH;388;"02:05:46";"02:24:18";22;125.7667;144.3
21k;10K;NA;NA;F1415;NA;NA;"NA";"DEU";1989;W;WH;NA;"00:57:27";"NA";22;57.45;NA
21k;complete;NA;10508;6846;NA;NA;"NA";"DEU";1987;M;MH;1278;"02:05:47";"02:28:50";24;125.7833;148.8333
21k;10K;NA;NA;6846;NA;NA;"NA";"DEU";1987;M;MH;NA;"00:58:33";"NA";24;58.55;NA
21k;complete;NA;10509;F1869;NA;NA;"NA";"DEU";1980;W;W30;290;"02:05:47";"02:22:20";31;125.7833;142.3333
21k;10K;NA;NA;F1869;NA;NA;"NA";"DEU";1980;W;W30;NA;"00:57:27";"NA";31;57.45;NA
21k;complete;NA;10510;6657;NA;NA;"NA";"DEU";1986;M;MH;1279;"02:05:47";"02:13:19";25;125.7833;133.3167
21k;10K;NA;NA;6657;NA;NA;"NA";"DEU";1986;M;MH;NA;"00:55:12";"NA";25;55.2;NA
21k;complete;NA;10510;19423;NA;NA;"NA";"DEU";1986;M;MH;1279;"02:05:47";"02:31:02";25;125.7833;151.0333
21k;10K;NA;NA;19423;NA;NA;"NA";"DEU";1986;M;MH;NA;"00:54:47";"NA";25;54.7833;NA
21k;complete;NA;10512;13352;NA;NA;"NA";"BEL";1960;M;M50;983;"02:05:48";"02:13:46";51;125.8;133.7667
21k;10K;NA;NA;13352;NA;NA;"NA";"BEL";1960;M;M50;NA;"00:55:37";"NA";51;55.6167;NA
21k;complete;NA;10513;15954;NA;NA;"NA";"DEU";1966;M;M45;1700;"02:05:48";"02:32:22";45;125.8;152.3667
21k;10K;NA;NA;15954;NA;NA;"NA";"DEU";1966;M;M45;NA;"00:56:12";"NA";45;56.2;NA
21k;complete;NA;10514;9615;NA;NA;"Dbrunners";"DEU";1969;M;M40;1548;"02:05:48";"02:14:22";42;125.8;134.3667
21k;10K;NA;NA;9615;NA;NA;"Dbrunners";"DEU";1969;M;M40;NA;"00:57:20";"NA";42;57.3333;NA
21k;complete;NA;10515;F7094;NA;NA;"Ssv Wildpoldsried";"DEU";1964;W;W45;346;"02:05:48";"02:29:37";47;125.8;149.6167
21k;10K;NA;NA;F7094;NA;NA;"Ssv Wildpoldsried";"DEU";1964;W;W45;NA;"00:59:14";"NA";47;59.2333;NA
21k;complete;NA;10516;15059;NA;NA;"NA";"DEU";1963;M;M45;1701;"02:05:48";"02:14:52";48;125.8;134.8667
21k;10K;NA;NA;15059;NA;NA;"NA";"DEU";1963;M;M45;NA;"00:57:44";"NA";48;57.7333;NA
21k;complete;NA;10517;3687;NA;NA;"NA";"DEU";1985;M;MH;1281;"02:05:48";"02:23:39";26;125.8;143.65
21k;10K;NA;NA;3687;NA;NA;"NA";"DEU";1985;M;MH;NA;"00:50:23";"NA";26;50.3833;NA
21k;complete;NA;10518;F485;NA;NA;"NA";"ESP";1968;W;W40;319;"02:05:48";"02:32:26";43;125.8;152.4333
21k;10K;NA;NA;F485;NA;NA;"NA";"ESP";1968;W;W40;NA;"01:05:02";"NA";43;65.0333;NA
21k;complete;NA;10519;13351;NA;NA;"NA";"BEL";1964;M;M45;1702;"02:05:48";"02:13:46";47;125.8;133.7667
21k;10K;NA;NA;13351;NA;NA;"NA";"BEL";1964;M;M45;NA;"00:55:37";"NA";47;55.6167;NA
21k;complete;NA;10520;11053;NA;NA;"Philos";"DEU";1976;M;M35;1092;"02:05:48";"02:22:45";35;125.8;142.75
21k;10K;NA;NA;11053;NA;NA;"Philos";"DEU";1976;M;M35;NA;"00:57:11";"NA";35;57.1833;NA
21k;complete;NA;10521;16224;NA;NA;"Haderslev Motion";"DNK";1958;M;M50;984;"02:05:49";"02:15:04";53;125.8167;135.0667
21k;10K;NA;NA;16224;NA;NA;"Haderslev Motion";"DNK";1958;M;M50;NA;"00:58:08";"NA";53;58.1333;NA
21k;complete;NA;10522;10067;NA;NA;"Gazelle";"DEU";1966;M;M45;1703;"02:05:49";"02:10:44";45;125.8167;130.7333
21k;10K;NA;NA;10067;NA;NA;"Gazelle";"DEU";1966;M;M45;NA;"00:53:01";"NA";45;53.0167;NA
21k;complete;NA;10523;9774;NA;NA;"Polzei Berlin";"DEU";1976;M;M35;1093;"02:05:49";"02:14:52";35;125.8167;134.8667
21k;10K;NA;NA;9774;NA;NA;"Polzei Berlin";"DEU";1976;M;M35;NA;"00:55:32";"NA";35;55.5333;NA
21k;complete;NA;10524;17121;NA;NA;"NA";"DEU";1990;M;MH;1282;"02:05:49";"02:08:40";21;125.8167;128.6667
21k;10K;NA;NA;17121;NA;NA;"NA";"DEU";1990;M;MH;NA;"00:55:59";"NA";21;55.9833;NA
21k;complete;NA;10524;F7949;NA;NA;"NA";"DEU";1965;W;W45;347;"02:05:49";"02:24:39";46;125.8167;144.65
21k;10K;NA;NA;F7949;NA;NA;"NA";"DEU";1965;W;W45;NA;"00:58:07";"NA";46;58.1167;NA
21k;complete;NA;10526;11574;NA;NA;"Tanzclub Classic e.V.";"DEU";1965;M;M45;1704;"02:05:49";"02:13:03";46;125.8167;133.05
21k;10K;NA;NA;11574;NA;NA;"Tanzclub Classic e.V.";"DEU";1965;M;M45;NA;"00:54:28";"NA";46;54.4667;NA
21k;complete;NA;10527;F2183;NA;NA;"NA";"DEU";1984;W;WH;389;"02:05:50";"02:25:03";27;125.8333;145.05
21k;10K;NA;NA;F2183;NA;NA;"NA";"DEU";1984;W;WH;NA;"01:01:30";"NA";27;61.5;NA
21k;complete;NA;10528;9002;NA;NA;"NA";"DNK";1965;M;M45;1705;"02:05:50";"02:31:24";46;125.8333;151.4
21k;10K;NA;NA;9002;NA;NA;"NA";"DNK";1965;M;M45;NA;"00:59:37";"NA";46;59.6167;NA
21k;complete;NA;10529;F3386;NA;NA;"NA";"DNK";1979;W;W30;291;"02:05:50";"02:24:11";32;125.8333;144.1833
21k;10K;NA;NA;F3386;NA;NA;"NA";"DNK";1979;W;W30;NA;"00:57:30";"NA";32;57.5;NA
21k;complete;NA;10529;F6384;NA;NA;"NA";"NLD";1984;W;WH;390;"02:05:50";"02:23:06";27;125.8333;143.1
21k;10K;NA;NA;F6384;NA;NA;"NA";"NLD";1984;W;WH;NA;"00:57:15";"NA";27;57.25;NA
21k;complete;NA;10531;18722;NA;NA;"NA";"DEU";1958;M;M50;985;"02:05:50";"02:15:01";53;125.8333;135.0167
21k;10K;NA;NA;18722;NA;NA;"NA";"DEU";1958;M;M50;NA;"00:56:04";"NA";53;56.0667;NA
21k;complete;NA;10532;17609;NA;NA;"Sv Großhansdorf";"DEU";1979;M;M30;1154;"02:05:51";"02:25:03";32;125.85;145.05
21k;10K;NA;NA;17609;NA;NA;"Sv Großhansdorf";"DEU";1979;M;M30;NA;"01:01:29";"NA";32;61.4833;NA
21k;complete;NA;10533;17211;NA;NA;"NA";"DEU";1969;M;M40;1549;"02:05:51";"02:11:31";42;125.85;131.5167
21k;10K;NA;NA;17211;NA;NA;"NA";"DEU";1969;M;M40;NA;"00:55:53";"NA";42;55.8833;NA
21k;complete;NA;10534;F6154;NA;NA;"NA";"DEU";1984;W;WH;391;"02:05:51";"02:16:19";27;125.85;136.3167
21k;10K;NA;NA;F6154;NA;NA;"NA";"DEU";1984;W;WH;NA;"00:58:52";"NA";27;58.8667;NA
21k;complete;NA;10535;12033;NA;NA;"Sportparktrifttal";"DEU";1964;M;M45;1706;"02:05:51";"02:15:06";47;125.85;135.1
21k;10K;NA;NA;12033;NA;NA;"Sportparktrifttal";"DEU";1964;M;M45;NA;"00:56:55";"NA";47;56.9167;NA
21k;complete;NA;10536;5604;NA;NA;"Thole Schwäger";"DEU";1967;M;M40;1550;"02:05:51";"02:13:27";44;125.85;133.45
21k;10K;NA;NA;5604;NA;NA;"Thole Schwäger";"DEU";1967;M;M40;NA;"00:55:08";"NA";44;55.1333;NA
21k;complete;NA;10536;3746;NA;NA;"NA";"DEU";1982;M;MH;1283;"02:05:51";"02:25:03";29;125.85;145.05
21k;10K;NA;NA;3746;NA;NA;"NA";"DEU";1982;M;MH;NA;"01:01:29";"NA";29;61.4833;NA
21k;complete;NA;10538;3653;NA;NA;"NA";"DEU";1971;M;M40;1551;"02:05:51";"02:26:34";40;125.85;146.5667
21k;10K;NA;NA;3653;NA;NA;"NA";"DEU";1971;M;M40;NA;"00:57:31";"NA";40;57.5167;NA
21k;complete;NA;10538;5287;NA;NA;"NA";"DEU";1984;M;MH;1284;"02:05:51";"02:14:10";27;125.85;134.1667
21k;10K;NA;NA;5287;NA;NA;"NA";"DEU";1984;M;MH;NA;"00:56:03";"NA";27;56.05;NA
21k;complete;NA;10540;3623;NA;NA;"NA";"DEU";1971;M;M40;1552;"02:05:52";"02:16:04";40;125.8667;136.0667
21k;10K;NA;NA;3623;NA;NA;"NA";"DEU";1971;M;M40;NA;"00:55:55";"NA";40;55.9167;NA
21k;complete;NA;10540;997;NA;NA;"TF Feuerbach";"DEU";1959;M;M50;986;"02:05:52";"02:27:33";52;125.8667;147.55
21k;10K;NA;NA;997;NA;NA;"TF Feuerbach";"DEU";1959;M;M50;NA;"00:57:33";"NA";52;57.55;NA
21k;complete;NA;10542;16016;NA;NA;"NA";"DEU";1968;M;M40;1553;"02:05:52";"02:10:05";43;125.8667;130.0833
21k;10K;NA;NA;16016;NA;NA;"NA";"DEU";1968;M;M40;NA;"00:53:48";"NA";43;53.8;NA
21k;complete;NA;10543;F8278;NA;NA;"NA";"DEU";1988;W;WH;392;"02:05:52";"02:14:48";23;125.8667;134.8
21k;10K;NA;NA;F8278;NA;NA;"NA";"DEU";1988;W;WH;NA;"00:54:26";"NA";23;54.4333;NA
21k;complete;NA;10544;F3148;NA;NA;"NA";"DEU";1970;W;W40;320;"02:05:52";"02:31:07";41;125.8667;151.1167
21k;10K;NA;NA;F3148;NA;NA;"NA";"DEU";1970;W;W40;NA;"00:58:15";"NA";41;58.25;NA
21k;complete;NA;10545;2489;NA;NA;"NA";"DEU";1966;M;M45;1707;"02:05:52";"02:15:37";45;125.8667;135.6167
21k;10K;NA;NA;2489;NA;NA;"NA";"DEU";1966;M;M45;NA;"00:54:17";"NA";45;54.2833;NA
21k;complete;NA;10546;13761;NA;NA;"NA";"DEU";1974;M;M35;1094;"02:05:52";"02:09:36";37;125.8667;129.6
21k;10K;NA;NA;13761;NA;NA;"NA";"DEU";1974;M;M35;NA;"00:54:02";"NA";37;54.0333;NA
21k;complete;NA;10546;17199;NA;NA;"NA";"DEU";1967;M;M40;1554;"02:05:52";"02:21:42";44;125.8667;141.7
21k;10K;NA;NA;17199;NA;NA;"NA";"DEU";1967;M;M40;NA;"00:56:37";"NA";44;56.6167;NA
21k;complete;NA;10546;F2165;NA;NA;"NA";"DEU";1984;W;WH;393;"02:05:52";"02:15:43";27;125.8667;135.7167
21k;10K;NA;NA;F2165;NA;NA;"NA";"DEU";1984;W;WH;NA;"00:57:33";"NA";27;57.55;NA
21k;complete;NA;10546;F1589;NA;NA;"NA";"DEU";1975;W;W35;247;"02:05:52";"02:10:57";36;125.8667;130.95
21k;10K;NA;NA;F1589;NA;NA;"NA";"DEU";1975;W;W35;NA;"00:56:02";"NA";36;56.0333;NA
21k;complete;NA;10550;F6135;NA;NA;"NA";"DEU";1984;W;WH;394;"02:05:52";"02:17:05";27;125.8667;137.0833
21k;10K;NA;NA;F6135;NA;NA;"NA";"DEU";1984;W;WH;NA;"00:58:11";"NA";27;58.1833;NA
21k;complete;NA;10551;F1818;NA;NA;"NA";"DEU";1958;W;W50;199;"02:05:52";"02:13:00";53;125.8667;133
21k;10K;NA;NA;F1818;NA;NA;"NA";"DEU";1958;W;W50;NA;"00:53:52";"NA";53;53.8667;NA
21k;complete;NA;10552;6492;NA;NA;"Potsdam";"DEU";1961;M;M50;987;"02:05:52";"02:10:16";50;125.8667;130.2667
21k;10K;NA;NA;6492;NA;NA;"Potsdam";"DEU";1961;M;M50;NA;"00:52:15";"NA";50;52.25;NA
21k;complete;NA;10553;14646;NA;NA;"NA";"DEU";1989;M;MH;1285;"02:05:53";"02:21:32";22;125.8833;141.5333
21k;10K;NA;NA;14646;NA;NA;"NA";"DEU";1989;M;MH;NA;"00:53:48";"NA";22;53.8;NA
21k;complete;NA;10553;7048;NA;NA;"NA";"DEU";1962;M;M45;1708;"02:05:53";"02:12:01";49;125.8833;132.0167
21k;10K;NA;NA;7048;NA;NA;"NA";"DEU";1962;M;M45;NA;"00:56:46";"NA";49;56.7667;NA
21k;complete;NA;10555;F4441;NA;NA;"NA";"FRA";1993;W;WJA;12;"02:05:53";"02:22:25";18;125.8833;142.4167
21k;10K;NA;NA;F4441;NA;NA;"NA";"FRA";1993;W;WJA;NA;"00:50:25";"NA";18;50.4167;NA
21k;complete;NA;10556;14402;NA;NA;"NA";"DEU";1959;M;M50;988;"02:05:53";"02:13:47";52;125.8833;133.7833
21k;10K;NA;NA;14402;NA;NA;"NA";"DEU";1959;M;M50;NA;"00:54:42";"NA";52;54.7;NA
21k;complete;NA;10556;F5268;NA;NA;"Lt Bernd Hübner";"DEU";1972;W;W35;248;"02:05:53";"02:15:03";39;125.8833;135.05
21k;10K;NA;NA;F5268;NA;NA;"Lt Bernd Hübner";"DEU";1972;W;W35;NA;"00:57:16";"NA";39;57.2667;NA
21k;complete;NA;10558;7860;NA;NA;"Vadsø Turnforening";"NOR";1971;M;M40;1555;"02:05:53";"02:31:09";40;125.8833;151.15
21k;10K;NA;NA;7860;NA;NA;"Vadsø Turnforening";"NOR";1971;M;M40;NA;"00:58:27";"NA";40;58.45;NA
21k;complete;NA;10559;F4605;NA;NA;"SC Borussia Friedrichsfelde";"DEU";1961;W;W50;200;"02:05:53";"02:20:59";50;125.8833;140.9833
21k;10K;NA;NA;F4605;NA;NA;"SC Borussia Friedrichsfelde";"DEU";1961;W;W50;NA;"00:58:11";"NA";50;58.1833;NA
21k;complete;NA;10560;F975;NA;NA;"NA";"DEU";1987;W;WH;395;"02:05:53";"02:23:30";24;125.8833;143.5
21k;10K;NA;NA;F975;NA;NA;"NA";"DEU";1987;W;WH;NA;"00:58:27";"NA";24;58.45;NA
21k;complete;NA;10561;12751;NA;NA;"NA";"DNK";1958;M;M50;989;"02:05:54";"02:24:25";53;125.9;144.4167
21k;10K;NA;NA;12751;NA;NA;"NA";"DNK";1958;M;M50;NA;"00:58:30";"NA";53;58.5;NA
21k;complete;NA;10562;F4038;NA;NA;"NA";"GBR";1984;W;WH;396;"02:05:54";"02:30:39";27;125.9;150.65
21k;10K;NA;NA;F4038;NA;NA;"NA";"GBR";1984;W;WH;NA;"00:57:08";"NA";27;57.1333;NA
21k;complete;NA;10562;F2829;NA;NA;"NA";"GBR";1984;W;WH;396;"02:05:54";"02:30:39";27;125.9;150.65
21k;10K;NA;NA;F2829;NA;NA;"NA";"GBR";1984;W;WH;NA;"00:57:08";"NA";27;57.1333;NA
21k;complete;NA;10564;16969;NA;NA;"NA";"DEU";1974;M;M35;1095;"02:05:54";"02:16:23";37;125.9;136.3833
21k;10K;NA;NA;16969;NA;NA;"NA";"DEU";1974;M;M35;NA;"01:01:28";"NA";37;61.4667;NA
21k;complete;NA;10565;F2451;NA;NA;"NA";"DEU";1965;W;W45;348;"02:05:54";"02:10:56";46;125.9;130.9333
21k;10K;NA;NA;F2451;NA;NA;"NA";"DEU";1965;W;W45;NA;"00:54:17";"NA";46;54.2833;NA
21k;complete;NA;10566;F8045;NA;NA;"Csn Clervaux";"LUX";1969;W;W40;321;"02:05:54";"02:14:29";42;125.9;134.4833
21k;10K;NA;NA;F8045;NA;NA;"Csn Clervaux";"LUX";1969;W;W40;NA;"00:56:53";"NA";42;56.8833;NA
21k;complete;NA;10566;1962;NA;NA;"NA";"DEU";1962;M;M45;1709;"02:05:54";"02:16:42";49;125.9;136.7
21k;10K;NA;NA;1962;NA;NA;"NA";"DEU";1962;M;M45;NA;"00:56:16";"NA";49;56.2667;NA
21k;complete;NA;10568;5506;NA;NA;"NA";"DEU";1949;M;M60;202;"02:05:54";"02:14:23";62;125.9;134.3833
21k;10K;NA;NA;5506;NA;NA;"NA";"DEU";1949;M;M60;NA;"00:54:52";"NA";62;54.8667;NA
21k;complete;NA;10569;F7186;NA;NA;"Sf Neukieritzsch";"DEU";1962;W;W45;349;"02:05:54";"02:10:17";49;125.9;130.2833
21k;10K;NA;NA;F7186;NA;NA;"Sf Neukieritzsch";"DEU";1962;W;W45;NA;"00:55:59";"NA";49;55.9833;NA
21k;complete;NA;10570;F1404;NA;NA;"NA";"DNK";1962;W;W45;350;"02:05:54";"02:12:47";49;125.9;132.7833
21k;10K;NA;NA;F1404;NA;NA;"NA";"DNK";1962;W;W45;NA;"00:57:43";"NA";49;57.7167;NA
21k;complete;NA;10571;F8218;NA;NA;"NA";"DEU";1969;W;W40;322;"02:05:54";"02:22:05";42;125.9;142.0833
21k;10K;NA;NA;F8218;NA;NA;"NA";"DEU";1969;W;W40;NA;"00:54:34";"NA";42;54.5667;NA
21k;complete;NA;10572;F3219;NA;NA;"Skiftevej";"DNK";1964;W;W45;351;"02:05:54";"02:26:07";47;125.9;146.1167
21k;10K;NA;NA;F3219;NA;NA;"Skiftevej";"DNK";1964;W;W45;NA;"00:58:31";"NA";47;58.5167;NA
21k;complete;NA;10573;15893;NA;NA;"NA";"DEU";1948;M;M60;203;"02:05:55";"02:10:56";63;125.9167;130.9333
21k;10K;NA;NA;15893;NA;NA;"NA";"DEU";1948;M;M60;NA;"00:55:37";"NA";63;55.6167;NA
21k;complete;NA;10574;7293;NA;NA;"NA";"DEU";1952;M;M55;449;"02:05:55";"02:16:09";59;125.9167;136.15
21k;10K;NA;NA;7293;NA;NA;"NA";"DEU";1952;M;M55;NA;"00:58:59";"NA";59;58.9833;NA
21k;complete;NA;10575;F1459;NA;NA;"Wasunger Heide";"DEU";1986;W;WH;398;"02:05:55";"02:21:12";25;125.9167;141.2
21k;10K;NA;NA;F1459;NA;NA;"Wasunger Heide";"DEU";1986;W;WH;NA;"00:56:58";"NA";25;56.9667;NA
21k;complete;NA;10576;5038;NA;NA;"Wasunger Heide";"DEU";1949;M;M60;204;"02:05:55";"02:21:13";62;125.9167;141.2167
21k;10K;NA;NA;5038;NA;NA;"Wasunger Heide";"DEU";1949;M;M60;NA;"00:56:58";"NA";62;56.9667;NA
21k;complete;NA;10577;3917;NA;NA;"Wir95vier";"DEU";1968;M;M40;1556;"02:05:55";"02:12:59";43;125.9167;132.9833
21k;10K;NA;NA;3917;NA;NA;"Wir95vier";"DEU";1968;M;M40;NA;"00:57:59";"NA";43;57.9833;NA
21k;complete;NA;10577;3656;NA;NA;"NA";"DEU";1965;M;M45;1710;"02:05:55";"02:13:19";46;125.9167;133.3167
21k;10K;NA;NA;3656;NA;NA;"NA";"DEU";1965;M;M45;NA;"00:55:38";"NA";46;55.6333;NA
21k;complete;NA;10579;13507;NA;NA;"NA";"DEU";1962;M;M45;1711;"02:05:55";"02:08:40";49;125.9167;128.6667
21k;10K;NA;NA;13507;NA;NA;"NA";"DEU";1962;M;M45;NA;"00:50:21";"NA";49;50.35;NA
21k;complete;NA;10580;F2205;NA;NA;"NA";"DEU";1990;W;WH;399;"02:05:55";"02:25:51";21;125.9167;145.85
21k;10K;NA;NA;F2205;NA;NA;"NA";"DEU";1990;W;WH;NA;"00:55:59";"NA";21;55.9833;NA
21k;complete;NA;10581;8947;NA;NA;"Grote Steden Trimreizen";"NLD";1963;M;M45;1712;"02:05:55";"02:32:14";48;125.9167;152.2333
21k;10K;NA;NA;8947;NA;NA;"Grote Steden Trimreizen";"NLD";1963;M;M45;NA;"00:58:01";"NA";48;58.0167;NA
21k;complete;NA;10582;15186;NA;NA;"Schmidt Ingenieure";"DEU";1960;M;M50;990;"02:05:56";"02:15:48";51;125.9333;135.8
21k;10K;NA;NA;15186;NA;NA;"Schmidt Ingenieure";"DEU";1960;M;M50;NA;"00:57:31";"NA";51;57.5167;NA
21k;complete;NA;10583;4337;NA;NA;"Grote Steden Trimreizen";"NLD";1965;M;M45;1713;"02:05:56";"02:32:15";46;125.9333;152.25
21k;10K;NA;NA;4337;NA;NA;"Grote Steden Trimreizen";"NLD";1965;M;M45;NA;"01:05:24";"NA";46;65.4;NA
21k;complete;NA;10584;F7101;NA;NA;"Vibor";"DNK";1971;W;W40;323;"02:05:56";"02:25:32";40;125.9333;145.5333
21k;10K;NA;NA;F7101;NA;NA;"Vibor";"DNK";1971;W;W40;NA;"00:57:28";"NA";40;57.4667;NA
21k;complete;NA;10584;12096;NA;NA;"NA";"DEU";1963;M;M45;1714;"02:05:56";"02:10:25";48;125.9333;130.4167
21k;10K;NA;NA;12096;NA;NA;"NA";"DEU";1963;M;M45;NA;"00:56:53";"NA";48;56.8833;NA
21k;complete;NA;10586;F1729;NA;NA;"NA";"NLD";1987;W;WH;400;"02:05:57";"02:23:27";24;125.95;143.45
21k;10K;NA;NA;F1729;NA;NA;"NA";"NLD";1987;W;WH;NA;"00:57:34";"NA";24;57.5667;NA
21k;complete;NA;10587;1313;NA;NA;"NA";"DEU";1942;M;M65;81;"02:05:57";"02:16:11";69;125.95;136.1833
21k;10K;NA;NA;1313;NA;NA;"NA";"DEU";1942;M;M65;NA;"00:58:11";"NA";69;58.1833;NA
21k;complete;NA;10588;3147;NA;NA;"NA";"DEU";1985;M;MH;1286;"02:05:57";"02:29:39";26;125.95;149.65
21k;10K;NA;NA;3147;NA;NA;"NA";"DEU";1985;M;MH;NA;"00:58:18";"NA";26;58.3;NA
21k;complete;NA;10589;14132;NA;NA;"RT Mottencastle";"DEU";1955;M;M55;450;"02:05:57";"02:16:11";56;125.95;136.1833
21k;10K;NA;NA;14132;NA;NA;"RT Mottencastle";"DEU";1955;M;M55;NA;"00:59:24";"NA";56;59.4;NA
21k;complete;NA;10590;F7465;NA;NA;"NA";"DEU";1962;W;W45;352;"02:05:57";"02:12:03";49;125.95;132.05
21k;10K;NA;NA;F7465;NA;NA;"NA";"DEU";1962;W;W45;NA;"00:56:46";"NA";49;56.7667;NA
21k;complete;NA;10591;13487;NA;NA;"Sc Steinberg";"DEU";1952;M;M55;451;"02:05:57";"02:16:07";59;125.95;136.1167
21k;10K;NA;NA;13487;NA;NA;"Sc Steinberg";"DEU";1952;M;M55;NA;"00:57:12";"NA";59;57.2;NA
21k;complete;NA;10592;16307;NA;NA;"NA";"DEU";1959;M;M50;991;"02:05:57";"02:11:07";52;125.95;131.1167
21k;10K;NA;NA;16307;NA;NA;"NA";"DEU";1959;M;M50;NA;"00:56:08";"NA";52;56.1333;NA
21k;complete;NA;10593;3654;NA;NA;"NA";"DEU";1956;M;M55;452;"02:05:58";"02:13:01";55;125.9667;133.0167
21k;10K;NA;NA;3654;NA;NA;"NA";"DEU";1956;M;M55;NA;"00:55:26";"NA";55;55.4333;NA
21k;complete;NA;10593;14038;NA;NA;"NA";"DNK";1957;M;M50;992;"02:05:58";"02:25:57";54;125.9667;145.95
21k;10K;NA;NA;14038;NA;NA;"NA";"DNK";1957;M;M50;NA;"00:58:54";"NA";54;58.9;NA
21k;complete;NA;10595;F5785;NA;NA;"Lg Havelblitze";"DEU";1963;W;W45;353;"02:05:58";"02:25:18";48;125.9667;145.3
21k;10K;NA;NA;F5785;NA;NA;"Lg Havelblitze";"DEU";1963;W;W45;NA;"00:58:44";"NA";48;58.7333;NA
21k;complete;NA;10596;18424;NA;NA;"NA";"DEU";1966;M;M45;1715;"02:05:58";"02:29:55";45;125.9667;149.9167
21k;10K;NA;NA;18424;NA;NA;"NA";"DEU";1966;M;M45;NA;"00:57:23";"NA";45;57.3833;NA
21k;complete;NA;10597;4607;NA;NA;"Polizei Berlin";"DEU";1961;M;M50;993;"02:05:58";"02:24:46";50;125.9667;144.7667
21k;10K;NA;NA;4607;NA;NA;"Polizei Berlin";"DEU";1961;M;M50;NA;"00:57:59";"NA";50;57.9833;NA
21k;complete;NA;10598;F5714;NA;NA;"NA";"DEU";1976;W;W35;249;"02:05:58";"02:26:11";35;125.9667;146.1833
21k;10K;NA;NA;F5714;NA;NA;"NA";"DEU";1976;W;W35;NA;"00:57:50";"NA";35;57.8333;NA
21k;complete;NA;10599;F4808;NA;NA;"NA";"DEU";1963;W;W45;354;"02:05:59";"02:13:56";48;125.9833;133.9333
21k;10K;NA;NA;F4808;NA;NA;"NA";"DEU";1963;W;W45;NA;"00:55:52";"NA";48;55.8667;NA
21k;complete;NA;10600;13056;NA;NA;"Pölking";"DEU";1963;M;M45;1716;"02:05:59";"02:28:22";48;125.9833;148.3667
21k;10K;NA;NA;13056;NA;NA;"Pölking";"DEU";1963;M;M45;NA;"01:00:31";"NA";48;60.5167;NA
21k;complete;NA;10601;F8307;NA;NA;"NA";"DEU";1985;W;WH;401;"02:05:59";"02:16:22";26;125.9833;136.3667
21k;10K;NA;NA;F8307;NA;NA;"NA";"DEU";1985;W;WH;NA;"00:58:15";"NA";26;58.25;NA
21k;complete;NA;10602;18356;NA;NA;"NA";"DEU";1952;M;M55;453;"02:05:59";"02:15:09";59;125.9833;135.15
