race;interval;id;Rank;Bib;LastName;FirstName;Team;Nation;YOB;Sex;AgeClass;AcRank;NetTime;GunTime;Age;NetMins;GunMins
21k;10K;NA;NA;F8199;NA;NA;"NA";"SUI";1961;W;50;NA;"00:54:53";"NA";53;54.8833;NA
21k;10K;NA;NA;F7584;NA;NA;"Ifl Hof";"GER";1963;W;50;NA;"01:09:03";"NA";51;69.05;NA
21k;10K;NA;NA;F3215;NA;NA;"NA";"GER";1960;W;50;NA;"01:07:01";"NA";54;67.0167;NA
21k;10K;NA;NA;F6992;NA;NA;"SV 1916 Beuna";"GER";1957;W;55;NA;"00:56:24";"NA";57;56.4;NA
21k;10K;NA;NA;F2319;NA;NA;"VfL Lingen L-L-L";"GER";1964;W;50;NA;"01:05:37";"NA";50;65.6167;NA
21k;10K;NA;NA;F9379;NA;NA;"Garpur";"ISL";1963;W;50;NA;"00:52:16";"NA";51;52.2667;NA
21k;10K;NA;NA;F9138;NA;NA;"Die-Lauf-Abc-ler";"GER";1962;W;50;NA;"01:02:55";"NA";52;62.9167;NA
21k;10K;NA;NA;F4936;NA;NA;"NA";"GER";1964;W;50;NA;"01:10:41";"NA";50;70.6833;NA
21k;10K;NA;NA;F2647;NA;NA;"Jahn Calden";"GER";1963;W;50;NA;"01:05:14";"NA";51;65.2333;NA
21k;10K;NA;NA;F3197;NA;NA;"Turnerbund Hamburg Eilbeck";"GER";1963;W;50;NA;"00:46:03";"NA";51;46.05;NA
21k;10K;NA;NA;F3027;NA;NA;"NA";"NED";1957;W;55;NA;"01:12:00";"NA";57;72;NA
21k;10K;NA;NA;F8206;NA;NA;"Vuif";"DEN";1960;W;50;NA;"01:10:08";"NA";54;70.1333;NA
21k;10K;NA;NA;F10589;NA;NA;"Sve Wiefelstede";"GER";1960;W;50;NA;"01:01:24";"NA";54;61.4;NA
21k;10K;NA;NA;F6124;NA;NA;"NA";"NED";1964;W;50;NA;"00:55:54";"NA";50;55.9;NA
21k;10K;NA;NA;F10764;NA;NA;"LC Dosse Wittstock";"GER";1962;W;50;NA;"00:59:47";"NA";52;59.7833;NA
21k;10K;NA;NA;F8674;NA;NA;"Fribifunrunners";"GER";1964;W;50;NA;"00:58:31";"NA";50;58.5167;NA
21k;10K;NA;NA;F822;NA;NA;"Lt Rüninger Roadrunner";"GER";1964;W;50;NA;"00:53:21";"NA";50;53.35;NA
21k;10K;NA;NA;F6398;NA;NA;"NA";"BRA";1963;W;50;NA;"01:10:04";"NA";51;70.0667;NA
21k;10K;NA;NA;F5567;NA;NA;"Msc Waren Müritz";"GER";1964;W;50;NA;"01:00:09";"NA";50;60.15;NA
21k;10K;NA;NA;F9198;NA;NA;"Lt Ennert";"GER";1962;W;50;NA;"00:59:58";"NA";52;59.9667;NA
21k;10K;NA;NA;F7828;NA;NA;"MTV Treubund Lüneburg";"GER";1959;W;55;NA;"01:14:10";"NA";55;74.1667;NA
21k;10K;NA;NA;F3063;NA;NA;"NA";"GER";1963;W;50;NA;"01:08:03";"NA";51;68.05;NA
21k;10K;NA;NA;F5293;NA;NA;"Mtv Bad Bevensen";"GER";1964;W;50;NA;"01:06:27";"NA";50;66.45;NA
21k;10K;NA;NA;F2797;NA;NA;"Santa-Claus-On-Road e V";"GER";1964;W;50;NA;"00:54:35";"NA";50;54.5833;NA
21k;10K;NA;NA;F7556;NA;NA;"Sport Pour Tous Luxembourg";"ITA";1961;W;50;NA;"01:07:53";"NA";53;67.8833;NA
21k;10K;NA;NA;F3375;NA;NA;"GAC Hilversum";"NED";1963;W;50;NA;"00:58:16";"NA";51;58.2667;NA
21k;10K;NA;NA;F9195;NA;NA;"Potsdamer Laufclub";"GER";1961;W;50;NA;"00:51:18";"NA";53;51.3;NA
21k;10K;NA;NA;F4492;NA;NA;"Skoedstrup";"DEN";1964;W;50;NA;"01:00:36";"NA";50;60.6;NA
21k;10K;NA;NA;F9400;NA;NA;"NA";"GER";1964;W;50;NA;"01:06:56";"NA";50;66.9333;NA
21k;10K;NA;NA;F698;NA;NA;"Lg Power-Schnecken";"GER";1963;W;50;NA;"01:03:24";"NA";51;63.4;NA
21k;10K;NA;NA;F10143;NA;NA;"TSV Tempelhof";"GER";1956;W;55;NA;"01:03:32";"NA";58;63.5333;NA
21k;10K;NA;NA;F11008;NA;NA;"NA";"GER";1961;W;50;NA;"01:04:13";"NA";53;64.2167;NA
21k;10K;NA;NA;F10949;NA;NA;"NA";"GBR";1964;W;50;NA;"01:03:25";"NA";50;63.4167;NA
21k;10K;NA;NA;F4618;NA;NA;"NA";"DEN";1960;W;50;NA;"01:03:14";"NA";54;63.2333;NA
21k;10K;NA;NA;F6995;NA;NA;"NA";"GER";1962;W;50;NA;"00:58:24";"NA";52;58.4;NA
21k;10K;NA;NA;F10264;NA;NA;"Lauftreff Lüneburg";"GER";1962;W;50;NA;"00:44:26";"NA";52;44.4333;NA
21k;10K;NA;NA;F8995;NA;NA;"NA";"GER";1964;W;50;NA;"01:14:45";"NA";50;74.75;NA
21k;10K;NA;NA;F4741;NA;NA;"NA";"GER";1964;W;50;NA;"01:00:48";"NA";50;60.8;NA
21k;10K;NA;NA;F8214;NA;NA;"NA";"GER";1961;W;50;NA;"01:11:29";"NA";53;71.4833;NA
21k;10K;NA;NA;F10453;NA;NA;"Mtv Heide";"GER";1963;W;50;NA;"01:07:36";"NA";51;67.6;NA
21k;10K;NA;NA;F5253;NA;NA;"Laufbrigade Jonnie Walker";"GER";1964;W;50;NA;"00:54:17";"NA";50;54.2833;NA
21k;10K;NA;NA;F9057;NA;NA;"NA";"GER";1957;W;55;NA;"01:15:47";"NA";57;75.7833;NA
21k;10K;NA;NA;F4577;NA;NA;"NA";"SWE";1962;W;50;NA;"00:53:28";"NA";52;53.4667;NA
21k;10K;NA;NA;F5340;NA;NA;"Pro Sport Berlin 24";"GER";1960;W;50;NA;"00:46:08";"NA";54;46.1333;NA
21k;10K;NA;NA;F8124;NA;NA;"NA";"GER";1960;W;50;NA;"00:57:45";"NA";54;57.75;NA
21k;10K;NA;NA;F6905;NA;NA;"Tv Rehlingen";"GER";1964;W;50;NA;"01:01:10";"NA";50;61.1667;NA
21k;10K;NA;NA;F2289;NA;NA;"NA";"GER";1964;W;50;NA;"00:49:35";"NA";50;49.5833;NA
21k;10K;NA;NA;F8359;NA;NA;"NA";"GER";1961;W;50;NA;"01:04:36";"NA";53;64.6;NA
21k;10K;NA;NA;F6841;NA;NA;"NA";"GER";1960;W;50;NA;"00:59:56";"NA";54;59.9333;NA
21k;10K;NA;NA;F7010;NA;NA;"NA";"GER";1962;W;50;NA;"01:00:17";"NA";52;60.2833;NA
21k;10K;NA;NA;F4402;NA;NA;"Kein Verein";"GER";1960;W;50;NA;"01:09:37";"NA";54;69.6167;NA
21k;10K;NA;NA;F251;NA;NA;"Junioren Runners";"GER";1955;W;55;NA;"01:13:52";"NA";59;73.8667;NA
21k;10K;NA;NA;F2752;NA;NA;"NA";"IRL";1960;W;50;NA;"01:03:08";"NA";54;63.1333;NA
21k;10K;NA;NA;F9395;NA;NA;"Adevan Pereira";"BRA";1960;W;50;NA;"00:59:34";"NA";54;59.5667;NA
21k;10K;NA;NA;F8484;NA;NA;"NA";"GER";1962;W;50;NA;"01:05:23";"NA";52;65.3833;NA
21k;10K;NA;NA;F4894;NA;NA;"NA";"GER";1961;W;50;NA;"01:07:07";"NA";53;67.1167;NA
21k;10K;NA;NA;F3218;NA;NA;"Jk Running";"GER";1963;W;50;NA;"00:58:26";"NA";51;58.4333;NA
21k;10K;NA;NA;F2434;NA;NA;"SNIK";"DEN";1957;W;55;NA;"01:06:47";"NA";57;66.7833;NA
21k;10K;NA;NA;F5469;NA;NA;"NA";"GER";1964;W;50;NA;"00:50:43";"NA";50;50.7167;NA
21k;10K;NA;NA;F187;NA;NA;"Team Erdinger Alkoholfrei";"GER";1962;W;50;NA;"00:55:11";"NA";52;55.1833;NA
21k;10K;NA;NA;F3772;NA;NA;"Bft";"NOR";1962;W;50;NA;"01:03:54";"NA";52;63.9;NA
21k;10K;NA;NA;F2873;NA;NA;"NA";"GER";1963;W;50;NA;"00:54:40";"NA";51;54.6667;NA
21k;10K;NA;NA;F10405;NA;NA;"NA";"DEN";1960;W;50;NA;"01:01:32";"NA";54;61.5333;NA
21k;10K;NA;NA;F1806;NA;NA;"Ogf";"DEN";1962;W;50;NA;"00:58:30";"NA";52;58.5;NA
21k;10K;NA;NA;F6474;NA;NA;"NA";"DEN";1963;W;50;NA;"00:55:23";"NA";51;55.3833;NA
21k;10K;NA;NA;F9617;NA;NA;"NA";"GER";1960;W;50;NA;"01:13:26";"NA";54;73.4333;NA
21k;10K;NA;NA;F898;NA;NA;"Hylas";"NED";1962;W;50;NA;"01:00:16";"NA";52;60.2667;NA
21k;10K;NA;NA;F10595;NA;NA;"Lauftreff Ilsede\/Lahstedt";"GER";1958;W;55;NA;"00:55:44";"NA";56;55.7333;NA
21k;10K;NA;NA;F1593;NA;NA;"NA";"GER";1962;W;50;NA;"00:58:02";"NA";52;58.0333;NA
21k;10K;NA;NA;F6564;NA;NA;"Leben&schreiben";"GER";1962;W;50;NA;"01:13:21";"NA";52;73.35;NA
21k;10K;NA;NA;F8345;NA;NA;"Nike Running Team";"ARG";1961;W;50;NA;"00:57:26";"NA";53;57.4333;NA
21k;10K;NA;NA;F7772;NA;NA;"NA";"GER";1961;W;50;NA;"00:55:27";"NA";53;55.45;NA
21k;10K;NA;NA;F4882;NA;NA;"Mtv Heide";"GER";1963;W;50;NA;"01:07:36";"NA";51;67.6;NA
21k;10K;NA;NA;F9961;NA;NA;"NA";"NED";1963;W;50;NA;"00:59:08";"NA";51;59.1333;NA
21k;10K;NA;NA;F1205;NA;NA;"Vfl Vehlow";"GER";1964;W;50;NA;"00:59:59";"NA";50;59.9833;NA
21k;10K;NA;NA;F7612;NA;NA;"NA";"GER";1963;W;50;NA;"01:04:30";"NA";51;64.5;NA
21k;10K;NA;NA;F2366;NA;NA;"Av Hylas";"NED";1961;W;50;NA;"00:52:52";"NA";53;52.8667;NA
21k;10K;NA;NA;F6283;NA;NA;"NA";"GER";1961;W;50;NA;"01:00:42";"NA";53;60.7;NA
21k;10K;NA;NA;F4445;NA;NA;"NA";"GER";1964;W;50;NA;"00:59:35";"NA";50;59.5833;NA
21k;10K;NA;NA;F3736;NA;NA;"Mtv Engelbostel";"GER";1961;W;50;NA;"01:24:19";"NA";53;84.3167;NA
21k;10K;NA;NA;F413;NA;NA;"Tandteamet";"DEN";1957;W;55;NA;"01:10:30";"NA";57;70.5;NA
21k;10K;NA;NA;F7593;NA;NA;"Interforze Modena";"ITA";1962;W;50;NA;"00:54:00";"NA";52;54;NA
21k;10K;NA;NA;F10657;NA;NA;"Ebner Stolz";"GER";1963;W;50;NA;"00:49:44";"NA";51;49.7333;NA
21k;10K;NA;NA;F9269;NA;NA;"Kantonale Verwaltung Basel-Lan";"SUI";1964;W;50;NA;"01:01:53";"NA";50;61.8833;NA
21k;10K;NA;NA;F1069;NA;NA;"Lc Olympia Wiesbaden";"GER";1962;W;50;NA;"00:55:57";"NA";52;55.95;NA
21k;10K;NA;NA;F1133;NA;NA;"Lausbienchen Lübbenau";"GER";1960;W;50;NA;"01:10:09";"NA";54;70.15;NA
21k;10K;NA;NA;F6331;NA;NA;"NA";"DEN";1961;W;50;NA;"01:05:02";"NA";53;65.0333;NA
21k;10K;NA;NA;F3416;NA;NA;"NA";"NOR";1963;W;50;NA;"01:20:12";"NA";51;80.2;NA
21k;10K;NA;NA;F10125;NA;NA;"NA";"GER";1964;W;50;NA;"01:02:32";"NA";50;62.5333;NA
21k;10K;NA;NA;F7344;NA;NA;"Jc Samura";"GER";1962;W;50;NA;"00:55:23";"NA";52;55.3833;NA
21k;10K;NA;NA;F9676;NA;NA;"NA";"GER";1964;W;50;NA;"00:58:37";"NA";50;58.6167;NA
21k;10K;NA;NA;F2789;NA;NA;"Sv Großwaltersdorf";"GER";1964;W;50;NA;"01:02:17";"NA";50;62.2833;NA
21k;10K;NA;NA;F9333;NA;NA;"NA";"ISR";1962;W;50;NA;"01:12:05";"NA";52;72.0833;NA
21k;10K;NA;NA;F1831;NA;NA;"A Piede Libero";"ITA";1960;W;50;NA;"01:03:49";"NA";54;63.8167;NA
21k;10K;NA;NA;F7321;NA;NA;"NA";"GER";1961;W;50;NA;"01:05:41";"NA";53;65.6833;NA
21k;10K;NA;NA;F2619;NA;NA;"Vfl Lingen L-L-L";"GER";1963;W;50;NA;"01:07:49";"NA";51;67.8167;NA
21k;10K;NA;NA;F1865;NA;NA;"Haderslebener Turnerbund";"DEN";1964;W;50;NA;"00:52:15";"NA";50;52.25;NA
21k;10K;NA;NA;F738;NA;NA;"1.LAV Rostock";"GER";1958;W;55;NA;"01:07:25";"NA";56;67.4167;NA
21k;10K;NA;NA;F6953;NA;NA;"NA";"GER";1964;W;50;NA;"01:04:57";"NA";50;64.95;NA
21k;10K;NA;NA;F2326;NA;NA;"NA";"FRA";1960;W;50;NA;"00:58:51";"NA";54;58.85;NA
21k;10K;NA;NA;F1552;NA;NA;"Loopsport Zwolle";"NED";1963;W;50;NA;"01:03:09";"NA";51;63.15;NA
21k;10K;NA;NA;F9099;NA;NA;"Ecktannenrunners";"GER";1963;W;50;NA;"00:59:53";"NA";51;59.8833;NA
21k;10K;NA;NA;F3232;NA;NA;"NA";"GER";1961;W;50;NA;"01:07:57";"NA";53;67.95;NA
21k;10K;NA;NA;F6021;NA;NA;"Ifl Hof";"GER";1964;W;50;NA;"01:00:43";"NA";50;60.7167;NA
21k;10K;NA;NA;F6720;NA;NA;"NA";"GER";1964;W;50;NA;"01:07:13";"NA";50;67.2167;NA
21k;10K;NA;NA;F3393;NA;NA;"NA";"GER";1958;W;55;NA;"01:09:24";"NA";56;69.4;NA
21k;10K;NA;NA;F8772;NA;NA;"NA";"GER";1962;W;50;NA;"01:02:34";"NA";52;62.5667;NA
21k;10K;NA;NA;F11036;NA;NA;"Svane & Lührs";"DEN";1963;W;50;NA;"00:59:20";"NA";51;59.3333;NA
21k;10K;NA;NA;F6275;NA;NA;"Svane & Lührs";"DEN";1961;W;50;NA;"00:54:29";"NA";53;54.4833;NA
21k;10K;NA;NA;F1952;NA;NA;"NA";"NED";1961;W;50;NA;"01:00:41";"NA";53;60.6833;NA
21k;10K;NA;NA;F3485;NA;NA;"Bft";"NOR";1964;W;50;NA;"01:03:04";"NA";50;63.0667;NA
21k;10K;NA;NA;F10548;NA;NA;"Tsv Germania Massen";"GER";1964;W;50;NA;"00:56:06";"NA";50;56.1;NA
21k;10K;NA;NA;F8980;NA;NA;"NA";"GER";1962;W;50;NA;"01:11:56";"NA";52;71.9333;NA
21k;10K;NA;NA;F11064;NA;NA;"Best Friends";"GER";1964;W;50;NA;"01:11:02";"NA";50;71.0333;NA
21k;10K;NA;NA;F5114;NA;NA;"NA";"GER";1959;W;55;NA;"01:02:45";"NA";55;62.75;NA
21k;10K;NA;NA;F1170;NA;NA;"NA";"GER";1961;W;50;NA;"01:07:22";"NA";53;67.3667;NA
21k;10K;NA;NA;F673;NA;NA;"NA";"GER";1963;W;50;NA;"00:52:40";"NA";51;52.6667;NA
21k;10K;NA;NA;F789;NA;NA;"Lc Stolpertruppe Bln e V";"GER";1962;W;50;NA;"00:48:11";"NA";52;48.1833;NA
21k;10K;NA;NA;F3735;NA;NA;"NA";"GER";1964;W;50;NA;"00:52:21";"NA";50;52.35;NA
21k;10K;NA;NA;F2904;NA;NA;"NA";"GER";1960;W;50;NA;"00:56:06";"NA";54;56.1;NA
21k;10K;NA;NA;F5175;NA;NA;"NA";"GER";1964;W;50;NA;"00:54:41";"NA";50;54.6833;NA
21k;10K;NA;NA;F1911;NA;NA;"NA";"ITA";1960;W;50;NA;"01:07:47";"NA";54;67.7833;NA
21k;10K;NA;NA;F10514;NA;NA;"NA";"DEN";1961;W;50;NA;"01:00:39";"NA";53;60.65;NA
21k;10K;NA;NA;F2404;NA;NA;"NA";"GER";1961;W;50;NA;"01:08:30";"NA";53;68.5;NA
21k;10K;NA;NA;F2521;NA;NA;"NA";"GER";1963;W;50;NA;"00:55:59";"NA";51;55.9833;NA
21k;10K;NA;NA;F6273;NA;NA;"NA";"GER";1960;W;50;NA;"01:06:40";"NA";54;66.6667;NA
21k;10K;NA;NA;F7821;NA;NA;"Team Bridgefield Aao";"DEN";1960;W;50;NA;"01:12:53";"NA";54;72.8833;NA
21k;10K;NA;NA;F8696;NA;NA;"NA";"GER";1963;W;50;NA;"01:17:51";"NA";51;77.85;NA
21k;10K;NA;NA;F8055;NA;NA;"TV Vreden Lauftreff";"GER";1956;W;55;NA;"00:57:16";"NA";58;57.2667;NA
21k;10K;NA;NA;F9582;NA;NA;"NA";"ITA";1963;W;50;NA;"00:53:26";"NA";51;53.4333;NA
21k;10K;NA;NA;F9608;NA;NA;"LCBlueliner";"GER";1961;W;50;NA;"00:43:51";"NA";53;43.85;NA
21k;10K;NA;NA;F9874;NA;NA;"Footing Club Lausanne";"SUI";1963;W;50;NA;"00:57:29";"NA";51;57.4833;NA
21k;10K;NA;NA;F866;NA;NA;"Santa-Claus-On-road e V";"GER";1963;W;50;NA;"00:54:45";"NA";51;54.75;NA
21k;10K;NA;NA;F9719;NA;NA;"Ebner Stolz";"GER";1961;W;50;NA;"00:59:58";"NA";53;59.9667;NA
21k;10K;NA;NA;F5947;NA;NA;"HVE Villigst Ergste";"GER";1960;W;50;NA;"01:03:39";"NA";54;63.65;NA
21k;10K;NA;NA;F2276;NA;NA;"NA";"GER";1961;W;50;NA;"00:55:07";"NA";53;55.1167;NA
21k;10K;NA;NA;F7381;NA;NA;"NA";"FRA";1964;W;50;NA;"00:53:19";"NA";50;53.3167;NA
21k;10K;NA;NA;F7265;NA;NA;"NA";"GER";1963;W;50;NA;"00:53:04";"NA";51;53.0667;NA
21k;10K;NA;NA;F2495;NA;NA;"NA";"DEN";1957;W;55;NA;"01:04:30";"NA";57;64.5;NA
21k;10K;NA;NA;F8898;NA;NA;"Lose Laufgruppe Kölötosch";"GER";1964;W;50;NA;"01:07:18";"NA";50;67.3;NA
21k;10K;NA;NA;F814;NA;NA;"LG Motor Finsterwalde";"GER";1963;W;50;NA;"00:54:15";"NA";51;54.25;NA
21k;10K;NA;NA;F9466;NA;NA;"LG Uni Lübeck";"GER";1962;W;50;NA;"01:01:48";"NA";52;61.8;NA
21k;10K;NA;NA;F3529;NA;NA;"NA";"GER";1962;W;50;NA;"01:02:40";"NA";52;62.6667;NA
21k;10K;NA;NA;F4546;NA;NA;"NA";"GER";1964;W;50;NA;"01:05:10";"NA";50;65.1667;NA
21k;10K;NA;NA;F8120;NA;NA;"Mahlower SV 1977";"GER";1960;W;50;NA;"01:10:47";"NA";54;70.7833;NA
21k;10K;NA;NA;F10266;NA;NA;"NA";"GER";1963;W;50;NA;"01:08:13";"NA";51;68.2167;NA
21k;10K;NA;NA;F2803;NA;NA;"NA";"GER";1964;W;50;NA;"00:54:28";"NA";50;54.4667;NA
21k;10K;NA;NA;F7670;NA;NA;"SCC Berlin";"GER";1964;W;50;NA;"01:00:18";"NA";50;60.3;NA
21k;10K;NA;NA;F5695;NA;NA;"runaway girlz";"GER";1962;W;50;NA;"01:16:42";"NA";52;76.7;NA
21k;10K;NA;NA;F751;NA;NA;"NA";"SWE";1963;W;50;NA;"00:57:50";"NA";51;57.8333;NA
21k;10K;NA;NA;F3924;NA;NA;"LT Bernd Hübner";"GER";1962;W;50;NA;"01:12:45";"NA";52;72.75;NA
21k;10K;NA;NA;F515;NA;NA;"Wib Lauftreff Berlin";"POR";1962;W;50;NA;"01:03:43";"NA";52;63.7167;NA
21k;10K;NA;NA;F7165;NA;NA;"NA";"GER";1963;W;50;NA;"01:10:23";"NA";51;70.3833;NA
21k;10K;NA;NA;F7903;NA;NA;"NA";"GER";1963;W;50;NA;"00:54:59";"NA";51;54.9833;NA
21k;10K;NA;NA;F6153;NA;NA;"NA";"GER";1962;W;50;NA;"00:56:34";"NA";52;56.5667;NA
21k;10K;NA;NA;F3177;NA;NA;"NA";"GER";1962;W;50;NA;"00:53:59";"NA";52;53.9833;NA
21k;10K;NA;NA;F7996;NA;NA;"NA";"GER";1962;W;50;NA;"00:57:04";"NA";52;57.0667;NA
21k;10K;NA;NA;F1725;NA;NA;"NA";"GER";1964;W;50;NA;"01:07:28";"NA";50;67.4667;NA
21k;10K;NA;NA;F8967;NA;NA;"NA";"GER";1960;W;50;NA;"01:00:42";"NA";54;60.7;NA
21k;10K;NA;NA;F3664;NA;NA;"bogense løberne";"DEN";1958;W;55;NA;"00:57:10";"NA";56;57.1667;NA
21k;10K;NA;NA;F9831;NA;NA;"SV Beuna";"GER";1963;W;50;NA;"00:51:14";"NA";51;51.2333;NA
21k;10K;NA;NA;F5143;NA;NA;"Zittauer Roadrunner";"GER";1962;W;50;NA;"00:59:21";"NA";52;59.35;NA
21k;10K;NA;NA;F6349;NA;NA;"NA";"GER";1960;W;50;NA;"01:06:02";"NA";54;66.0333;NA
21k;10K;NA;NA;F5755;NA;NA;"Laufbewegung 6.0 Berlin";"GER";1964;W;50;NA;"00:55:52";"NA";50;55.8667;NA
21k;10K;NA;NA;F5022;NA;NA;"nur für mich";"GER";1961;W;50;NA;"01:08:46";"NA";53;68.7667;NA
21k;10K;NA;NA;F5757;NA;NA;"NA";"DEN";1960;W;50;NA;"01:05:39";"NA";54;65.65;NA
21k;10K;NA;NA;F9418;NA;NA;"NA";"GER";1960;W;50;NA;"01:08:10";"NA";54;68.1667;NA
21k;10K;NA;NA;F6127;NA;NA;"SCC Berlin";"GER";1962;W;50;NA;"00:59:43";"NA";52;59.7167;NA
21k;10K;NA;NA;F3204;NA;NA;"SV-Moslesfehn";"GER";1963;W;50;NA;"00:58:32";"NA";51;58.5333;NA
21k;10K;NA;NA;F8019;NA;NA;"NA";"GER";1957;W;55;NA;"00:52:15";"NA";57;52.25;NA
21k;10K;NA;NA;F9694;NA;NA;"NA";"SWE";1964;W;50;NA;"00:54:44";"NA";50;54.7333;NA
21k;10K;NA;NA;F7807;NA;NA;"NA";"IRL";1961;W;50;NA;"01:15:59";"NA";53;75.9833;NA
21k;10K;NA;NA;F5457;NA;NA;"NA";"NED";1960;W;50;NA;"01:16:46";"NA";54;76.7667;NA
21k;10K;NA;NA;F10718;NA;NA;"NA";"GER";1963;W;50;NA;"01:18:07";"NA";51;78.1167;NA
21k;10K;NA;NA;F11168;NA;NA;"NA";"GER";1961;W;50;NA;"01:12:57";"NA";53;72.95;NA
21k;10K;NA;NA;F6606;NA;NA;"NA";"GER";1961;W;50;NA;"00:58:15";"NA";53;58.25;NA
21k;10K;NA;NA;F4222;NA;NA;"Südsterne";"GER";1963;W;50;NA;"00:59:30";"NA";51;59.5;NA
21k;10K;NA;NA;F8186;NA;NA;"NA";"GER";1959;W;55;NA;"01:05:25";"NA";55;65.4167;NA
21k;10K;NA;NA;F7929;NA;NA;"NA";"GER";1963;W;50;NA;"01:07:28";"NA";51;67.4667;NA
21k;10K;NA;NA;F1742;NA;NA;"NA";"IRL";1964;W;50;NA;"01:11:44";"NA";50;71.7333;NA
21k;10K;NA;NA;F9684;NA;NA;"NA";"GER";1960;W;50;NA;"01:07:29";"NA";54;67.4833;NA
21k;10K;NA;NA;F4561;NA;NA;"NA";"NED";1963;W;50;NA;"01:04:50";"NA";51;64.8333;NA
21k;10K;NA;NA;F10865;NA;NA;"Adevan Pereira";"BRA";1961;W;50;NA;"00:59:26";"NA";53;59.4333;NA
21k;10K;NA;NA;F9043;NA;NA;"Just Goo";"NED";1964;W;50;NA;"00:57:23";"NA";50;57.3833;NA
21k;10K;NA;NA;F8463;NA;NA;"Geltow";"GER";1964;W;50;NA;"00:59:49";"NA";50;59.8167;NA
21k;10K;NA;NA;F9350;NA;NA;"NA";"GER";1959;W;55;NA;"01:04:33";"NA";55;64.55;NA
21k;10K;NA;NA;F5725;NA;NA;"NA";"GER";1964;W;50;NA;"01:07:57";"NA";50;67.95;NA
21k;10K;NA;NA;F503;NA;NA;"NA";"DEN";1963;W;50;NA;"00:53:26";"NA";51;53.4333;NA
21k;10K;NA;NA;F7216;NA;NA;"NA";"DEN";1963;W;50;NA;"01:01:35";"NA";51;61.5833;NA
21k;10K;NA;NA;F3455;NA;NA;"NA";"GER";1963;W;50;NA;"00:51:59";"NA";51;51.9833;NA
21k;10K;NA;NA;F9981;NA;NA;"NA";"USA";1961;W;50;NA;"01:06:34";"NA";53;66.5667;NA
21k;10K;NA;NA;F6717;NA;NA;"NA";"GER";1960;W;50;NA;"00:57:06";"NA";54;57.1;NA
21k;10K;NA;NA;F578;NA;NA;"NA";"DEN";1961;W;50;NA;"01:10:01";"NA";53;70.0167;NA
21k;10K;NA;NA;F6061;NA;NA;"NA";"GER";1956;W;55;NA;"00:51:48";"NA";58;51.8;NA
21k;10K;NA;NA;F10179;NA;NA;"Dgla";"NED";1964;W;50;NA;"00:56:48";"NA";50;56.8;NA
21k;10K;NA;NA;F8787;NA;NA;"NA";"GER";1964;W;50;NA;"00:59:07";"NA";50;59.1167;NA
21k;10K;NA;NA;F7902;NA;NA;"NA";"GBR";1964;W;50;NA;"01:02:47";"NA";50;62.7833;NA
21k;10K;NA;NA;F2271;NA;NA;"NA";"GER";1963;W;50;NA;"00:57:15";"NA";51;57.25;NA
21k;10K;NA;NA;F1075;NA;NA;"NA";"GER";1961;W;50;NA;"00:56:02";"NA";53;56.0333;NA
21k;10K;NA;NA;F526;NA;NA;"Dynamo Torstraße";"GER";1964;W;50;NA;"01:07:50";"NA";50;67.8333;NA
21k;10K;NA;NA;F7720;NA;NA;"Dynamo Torstraße";"GER";1961;W;50;NA;"01:09:26";"NA";53;69.4333;NA
21k;10K;NA;NA;F7047;NA;NA;"AKILES";"ESP";1958;W;55;NA;"00:54:27";"NA";56;54.45;NA
21k;10K;NA;NA;F3921;NA;NA;"NA";"GER";1957;W;55;NA;"00:59:27";"NA";57;59.45;NA
21k;10K;NA;NA;F7886;NA;NA;"scc run-schleicher";"GER";1960;W;50;NA;"00:58:44";"NA";54;58.7333;NA
21k;10K;NA;NA;F6135;NA;NA;"SC Borussia Friedrichsfelde Be";"GER";1961;W;50;NA;"00:59:48";"NA";53;59.8;NA
21k;10K;NA;NA;F3504;NA;NA;"Freunde des Laufsports";"AUT";1961;W;50;NA;"01:06:10";"NA";53;66.1667;NA
21k;10K;NA;NA;F6984;NA;NA;"SV Halle Triathlon";"GER";1962;W;50;NA;"00:51:26";"NA";52;51.4333;NA
21k;10K;NA;NA;F6137;NA;NA;"NA";"GER";1960;W;50;NA;"00:52:20";"NA";54;52.3333;NA
21k;10K;NA;NA;F9123;NA;NA;"NA";"GER";1963;W;50;NA;"00:53:57";"NA";51;53.95;NA
21k;10K;NA;NA;F4451;NA;NA;"NA";"GER";1960;W;50;NA;"01:04:46";"NA";54;64.7667;NA
21k;10K;NA;NA;F8105;NA;NA;"SG Marßel Bremen";"GER";1956;W;55;NA;"01:00:40";"NA";58;60.6667;NA
21k;10K;NA;NA;F9963;NA;NA;"laufmamas";"GER";1964;W;50;NA;"01:01:57";"NA";50;61.95;NA
21k;10K;NA;NA;F2663;NA;NA;"GC Nendorf";"GER";1964;W;50;NA;"01:05:08";"NA";50;65.1333;NA
21k;10K;NA;NA;F4152;NA;NA;"TSV Rantrum";"GER";1960;W;50;NA;"00:59:03";"NA";54;59.05;NA
21k;10K;NA;NA;F6340;NA;NA;"NA";"GER";1963;W;50;NA;"00:54:39";"NA";51;54.65;NA
21k;10K;NA;NA;F8050;NA;NA;"NA";"DEN";1960;W;50;NA;"01:12:30";"NA";54;72.5;NA
