race;interval;id;Rank;Bib;LastName;FirstName;Team;Nation;YOB;Sex;AgeClass;AcRank;NetTime;GunTime;Age;NetMins;GunMins
21k;10K;NA;NA;15938;NA;NA;"Team LADH";"GER";1973;M;40;NA;"00:45:38";"NA";40;45.6333;NA
21k;complete;NA;3823;4290;NA;NA;"LG Süd";"GER";1978;M;35;509;"01:43:08";"01:44:05";35;103.1333;104.0833
21k;10K;NA;NA;4290;NA;NA;"LG Süd";"GER";1978;M;35;NA;"00:47:28";"NA";35;47.4667;NA
21k;complete;NA;3825;5231;NA;NA;"TuS Frankfurt Nieder-Eschbach";"GER";1955;M;55;127;"01:43:08";"01:56:42";58;103.1333;116.7
21k;complete;NA;3825;13617;NA;NA;"NA";"DEN";1961;M;50;393;"01:43:08";"01:49:27";52;103.1333;109.45
21k;10K;NA;NA;13617;NA;NA;"NA";"DEN";1961;M;50;NA;"00:48:06";"NA";52;48.1;NA
21k;complete;NA;3827;7379;NA;NA;"Sportclub Laage";"GER";1960;M;50;394;"01:43:09";"01:45:16";53;103.15;105.2667
21k;10K;NA;NA;7379;NA;NA;"Sportclub Laage";"GER";1960;M;50;NA;"00:47:29";"NA";53;47.4833;NA
21k;complete;NA;3828;7915;NA;NA;"www.bolsena.info";"GER";1985;M;H;629;"01:43:09";"01:46:59";28;103.15;106.9833
21k;10K;NA;NA;7915;NA;NA;"www.bolsena.info";"GER";1985;M;H;NA;"00:49:51";"NA";28;49.85;NA
21k;complete;NA;3829;5633;NA;NA;"TLV Rangsdorf";"GER";1957;M;55;128;"01:43:09";"01:48:34";56;103.15;108.5667
21k;10K;NA;NA;5633;NA;NA;"TLV Rangsdorf";"GER";1957;M;55;NA;"00:48:15";"NA";56;48.25;NA
21k;complete;NA;3830;5107;NA;NA;"NA";"GER";1963;M;50;395;"01:43:09";"01:47:12";50;103.15;107.2
21k;10K;NA;NA;5107;NA;NA;"NA";"GER";1963;M;50;NA;"00:49:21";"NA";50;49.35;NA
21k;complete;NA;3831;5760;NA;NA;"NA";"GER";1976;M;35;510;"01:43:09";"01:49:43";37;103.15;109.7167
21k;10K;NA;NA;5760;NA;NA;"NA";"GER";1976;M;35;NA;"00:50:19";"NA";37;50.3167;NA
21k;complete;NA;3832;6043;NA;NA;"Düsis Rennstadl";"GER";1971;M;40;516;"01:43:09";"01:47:17";42;103.15;107.2833
21k;10K;NA;NA;6043;NA;NA;"Düsis Rennstadl";"GER";1971;M;40;NA;"00:47:55";"NA";42;47.9167;NA
21k;complete;NA;3833;1296;NA;NA;"Tri-finisher";"GER";1955;M;55;129;"01:43:09";"01:45:50";58;103.15;105.8333
21k;10K;NA;NA;1296;NA;NA;"Tri-finisher";"GER";1955;M;55;NA;"00:48:21";"NA";58;48.35;NA
21k;complete;NA;3834;4415;NA;NA;"NA";"GER";1962;M;50;396;"01:43:10";"02:07:14";51;103.1667;127.2333
21k;10K;NA;NA;4415;NA;NA;"NA";"GER";1962;M;50;NA;"00:47:46";"NA";51;47.7667;NA
21k;complete;NA;3835;12680;NA;NA;"FC Lau 04";"GER";1977;M;35;511;"01:43:10";"01:47:31";36;103.1667;107.5167
21k;10K;NA;NA;12680;NA;NA;"FC Lau 04";"GER";1977;M;35;NA;"00:48:42";"NA";36;48.7;NA
21k;complete;NA;3836;21005;NA;NA;"Hermes Logistik Braunschweig";"GER";1968;M;45;596;"01:43:10";"01:47:04";45;103.1667;107.0667
21k;10K;NA;NA;21005;NA;NA;"Hermes Logistik Braunschweig";"GER";1968;M;45;NA;"00:47:54";"NA";45;47.9;NA
21k;complete;NA;3837;15755;NA;NA;"NA";"GER";1986;M;H;630;"01:43:10";"01:51:03";27;103.1667;111.05
21k;10K;NA;NA;15755;NA;NA;"NA";"GER";1986;M;H;NA;"00:50:14";"NA";27;50.2333;NA
21k;complete;NA;3838;F3081;NA;NA;"Mach3 Köln e.V.";"GER";1975;W;35;42;"01:43:10";"01:45:30";38;103.1667;105.5
21k;10K;NA;NA;F3081;NA;NA;"Mach3 Köln e.V.";"GER";1975;W;35;NA;"00:48:15";"NA";38;48.25;NA
21k;complete;NA;3839;11147;NA;NA;"NA";"GER";1963;M;50;397;"01:43:10";"01:45:08";50;103.1667;105.1333
21k;10K;NA;NA;11147;NA;NA;"NA";"GER";1963;M;50;NA;"00:47:47";"NA";50;47.7833;NA
21k;complete;NA;3840;10949;NA;NA;"NA";"GER";1967;M;45;597;"01:43:10";"01:45:39";46;103.1667;105.65
21k;10K;NA;NA;10949;NA;NA;"NA";"GER";1967;M;45;NA;"00:46:34";"NA";46;46.5667;NA
21k;complete;NA;3841;10663;NA;NA;"Dalbyløberne";"DEN";1970;M;40;517;"01:43:10";"01:44:42";43;103.1667;104.7
21k;10K;NA;NA;10663;NA;NA;"Dalbyløberne";"DEN";1970;M;40;NA;"00:47:51";"NA";43;47.85;NA
21k;complete;NA;3842;10700;NA;NA;"Smokersnight";"GER";1962;M;50;398;"01:43:10";"01:45:37";51;103.1667;105.6167
21k;10K;NA;NA;10700;NA;NA;"Smokersnight";"GER";1962;M;50;NA;"00:48:54";"NA";51;48.9;NA
21k;complete;NA;3843;21443;NA;NA;"NA";"GER";1971;M;40;518;"01:43:11";"01:47:04";42;103.1833;107.0667
21k;10K;NA;NA;21443;NA;NA;"NA";"GER";1971;M;40;NA;"00:47:00";"NA";42;47;NA
21k;complete;NA;3844;17876;NA;NA;"Berliner Bank";"GER";1974;M;35;512;"01:43:11";"01:47:19";39;103.1833;107.3167
21k;10K;NA;NA;17876;NA;NA;"Berliner Bank";"GER";1974;M;35;NA;"00:49:57";"NA";39;49.95;NA
21k;complete;NA;3844;21460;NA;NA;"Lebenshilfe Hannover";"GER";1979;M;30;581;"01:43:11";"01:50:50";34;103.1833;110.8333
21k;10K;NA;NA;21460;NA;NA;"Lebenshilfe Hannover";"GER";1979;M;30;NA;"00:49:58";"NA";34;49.9667;NA
21k;complete;NA;3846;10816;NA;NA;"NA";"GER";1978;M;35;513;"01:43:11";"01:49:33";35;103.1833;109.55
21k;10K;NA;NA;10816;NA;NA;"NA";"GER";1978;M;35;NA;"00:49:05";"NA";35;49.0833;NA
21k;complete;NA;3846;5501;NA;NA;"NA";"DEN";1990;M;H;631;"01:43:11";"01:47:24";23;103.1833;107.4
21k;10K;NA;NA;5501;NA;NA;"NA";"DEN";1990;M;H;NA;"00:43:54";"NA";23;43.9;NA
21k;complete;NA;3848;14594;NA;NA;"hit&run";"GER";1979;M;30;582;"01:43:11";"01:48:35";34;103.1833;108.5833
21k;10K;NA;NA;14594;NA;NA;"hit&run";"GER";1979;M;30;NA;"00:49:58";"NA";34;49.9667;NA
21k;complete;NA;3849;15795;NA;NA;"NA";"GER";1975;M;35;514;"01:43:12";"01:49:00";38;103.2;109
21k;10K;NA;NA;15795;NA;NA;"NA";"GER";1975;M;35;NA;"00:48:45";"NA";38;48.75;NA
21k;complete;NA;3849;4137;NA;NA;"LG Ihleläufer Burg e.V.";"GER";1965;M;45;598;"01:43:12";"01:44:39";48;103.2;104.65
21k;10K;NA;NA;4137;NA;NA;"LG Ihleläufer Burg e.V.";"GER";1965;M;45;NA;"00:49:18";"NA";48;49.3;NA
21k;complete;NA;3851;F10643;NA;NA;"NA";"GER";1970;W;40;52;"01:43:12";"01:44:23";43;103.2;104.3833
21k;10K;NA;NA;F10643;NA;NA;"NA";"GER";1970;W;40;NA;"00:48:09";"NA";43;48.15;NA
21k;complete;NA;3852;3979;NA;NA;"LG Ihleläufer Burg";"GER";1966;M;45;599;"01:43:12";"01:44:39";47;103.2;104.65
21k;10K;NA;NA;3979;NA;NA;"LG Ihleläufer Burg";"GER";1966;M;45;NA;"00:49:18";"NA";47;49.3;NA
21k;complete;NA;3853;F4847;NA;NA;"Weltraumjogger Berlin e.V.";"GER";1970;W;40;53;"01:43:12";"01:48:19";43;103.2;108.3167
21k;10K;NA;NA;F4847;NA;NA;"Weltraumjogger Berlin e.V.";"GER";1970;W;40;NA;"00:47:15";"NA";43;47.25;NA
21k;complete;NA;3853;15797;NA;NA;"Pfeiler";"GER";1973;M;40;519;"01:43:12";"01:47:19";40;103.2;107.3167
21k;10K;NA;NA;15797;NA;NA;"Pfeiler";"GER";1973;M;40;NA;"00:49:58";"NA";40;49.9667;NA
21k;complete;NA;3855;6820;NA;NA;"Team Erdinger Alkoholfrei";"GER";1982;M;30;583;"01:43:12";"01:46:27";31;103.2;106.45
21k;10K;NA;NA;6820;NA;NA;"Team Erdinger Alkoholfrei";"GER";1982;M;30;NA;"00:47:18";"NA";31;47.3;NA
21k;complete;NA;3856;16967;NA;NA;"NA";"GER";1981;M;30;584;"01:43:12";"01:50:51";32;103.2;110.85
21k;10K;NA;NA;16967;NA;NA;"NA";"GER";1981;M;30;NA;"00:48:14";"NA";32;48.2333;NA
21k;complete;NA;3857;12987;NA;NA;"NA";"GER";1975;M;35;515;"01:43:12";"01:55:22";38;103.2;115.3667
21k;10K;NA;NA;12987;NA;NA;"NA";"GER";1975;M;35;NA;"00:48:47";"NA";38;48.7833;NA
21k;complete;NA;3858;21530;NA;NA;"NA";"GER";1968;M;45;600;"01:43:12";"01:48:14";45;103.2;108.2333
21k;10K;NA;NA;21530;NA;NA;"NA";"GER";1968;M;45;NA;"00:45:59";"NA";45;45.9833;NA
21k;complete;NA;3859;6135;NA;NA;"SV Pastow";"GER";1965;M;45;601;"01:43:13";"01:49:34";48;103.2167;109.5667
21k;10K;NA;NA;6135;NA;NA;"SV Pastow";"GER";1965;M;45;NA;"00:49:39";"NA";48;49.65;NA
21k;complete;NA;3860;12152;NA;NA;"Marathonteam Ratingen";"GER";1952;M;60;66;"01:43:13";"01:47:20";61;103.2167;107.3333
21k;10K;NA;NA;12152;NA;NA;"Marathonteam Ratingen";"GER";1952;M;60;NA;"00:49:00";"NA";61;49;NA
21k;complete;NA;3861;13517;NA;NA;"NA";"CZE";1980;M;30;585;"01:43:13";"01:50:14";33;103.2167;110.2333
21k;10K;NA;NA;13517;NA;NA;"NA";"CZE";1980;M;30;NA;"00:49:30";"NA";33;49.5;NA
21k;complete;NA;3862;11816;NA;NA;"NA";"GER";1957;M;55;130;"01:43:13";"01:44:46";56;103.2167;104.7667
21k;10K;NA;NA;11816;NA;NA;"NA";"GER";1957;M;55;NA;"00:46:56";"NA";56;46.9333;NA
21k;complete;NA;3862;12568;NA;NA;"nikita race";"GER";1972;M;40;520;"01:43:13";"01:48:51";41;103.2167;108.85
21k;10K;NA;NA;12568;NA;NA;"nikita race";"GER";1972;M;40;NA;"00:47:11";"NA";41;47.1833;NA
21k;complete;NA;3864;18324;NA;NA;"TSC Berlin 1893";"GER";1958;M;55;131;"01:43:13";"01:48:53";55;103.2167;108.8833
21k;10K;NA;NA;18324;NA;NA;"TSC Berlin 1893";"GER";1958;M;55;NA;"00:50:01";"NA";55;50.0167;NA
21k;complete;NA;3865;16814;NA;NA;"NA";"GER";1975;M;35;516;"01:43:13";"01:50:47";38;103.2167;110.7833
21k;10K;NA;NA;16814;NA;NA;"NA";"GER";1975;M;35;NA;"00:50:12";"NA";38;50.2;NA
21k;complete;NA;3866;14626;NA;NA;"NA";"GER";1971;M;40;521;"01:43:14";"01:46:38";42;103.2333;106.6333
21k;10K;NA;NA;14626;NA;NA;"NA";"GER";1971;M;40;NA;"00:47:52";"NA";42;47.8667;NA
21k;complete;NA;3867;15762;NA;NA;"IK Pallas";"SWE";1964;M;45;602;"01:43:14";"01:43:22";49;103.2333;103.3667
21k;10K;NA;NA;15762;NA;NA;"IK Pallas";"SWE";1964;M;45;NA;"00:48:30";"NA";49;48.5;NA
21k;complete;NA;3867;F10679;NA;NA;"NA";"CAN";1966;W;45;47;"01:43:14";"01:44:59";47;103.2333;104.9833
21k;10K;NA;NA;F10679;NA;NA;"NA";"CAN";1966;W;45;NA;"00:48:29";"NA";47;48.4833;NA
21k;complete;NA;3869;13142;NA;NA;"NA";"GER";1987;M;H;632;"01:43:14";"01:48:11";26;103.2333;108.1833
21k;10K;NA;NA;13142;NA;NA;"NA";"GER";1987;M;H;NA;"00:46:59";"NA";26;46.9833;NA
21k;complete;NA;3870;20006;NA;NA;"NA";"GER";1982;M;30;586;"01:43:15";"01:48:54";31;103.25;108.9
21k;10K;NA;NA;20006;NA;NA;"NA";"GER";1982;M;30;NA;"00:48:58";"NA";31;48.9667;NA
21k;complete;NA;3871;10249;NA;NA;"Rolls\/Royce";"GBR";1959;M;50;399;"01:43:15";"01:51:10";54;103.25;111.1667
21k;10K;NA;NA;10249;NA;NA;"Rolls\/Royce";"GBR";1959;M;50;NA;"00:48:22";"NA";54;48.3667;NA
21k;complete;NA;3872;8689;NA;NA;"IFP";"GER";1987;M;H;633;"01:43:15";"02:19:39";26;103.25;139.65
21k;10K;NA;NA;8689;NA;NA;"IFP";"GER";1987;M;H;NA;"00:49:38";"NA";26;49.6333;NA
21k;complete;NA;3873;F6475;NA;NA;"LT Bärenbrücke Berlin e.V.";"GER";1967;W;45;48;"01:43:15";"01:51:07";46;103.25;111.1167
21k;10K;NA;NA;F6475;NA;NA;"LT Bärenbrücke Berlin e.V.";"GER";1967;W;45;NA;"00:48:50";"NA";46;48.8333;NA
21k;complete;NA;3873;21606;NA;NA;"Dilax";"GER";1985;M;H;634;"01:43:15";"02:08:44";28;103.25;128.7333
21k;10K;NA;NA;21606;NA;NA;"Dilax";"GER";1985;M;H;NA;"00:49:19";"NA";28;49.3167;NA
21k;complete;NA;3875;7861;NA;NA;"Tivoli Marathon";"ITA";1949;M;60;67;"01:43:15";"01:43:16";64;103.25;103.2667
21k;complete;NA;3876;17922;NA;NA;"NA";"GER";1979;M;30;587;"01:43:16";"01:50:43";34;103.2667;110.7167
21k;10K;NA;NA;17922;NA;NA;"NA";"GER";1979;M;30;NA;"00:49:08";"NA";34;49.1333;NA
21k;complete;NA;3877;12601;NA;NA;"Tus Neukölln Berlin";"GER";1962;M;50;400;"01:43:16";"01:56:29";51;103.2667;116.4833
21k;10K;NA;NA;12601;NA;NA;"Tus Neukölln Berlin";"GER";1962;M;50;NA;"00:49:16";"NA";51;49.2667;NA
21k;complete;NA;3878;20659;NA;NA;"Berliner Feuerwehr";"GER";1968;M;45;603;"01:43:16";"01:45:57";45;103.2667;105.95
21k;10K;NA;NA;20659;NA;NA;"Berliner Feuerwehr";"GER";1968;M;45;NA;"00:48:02";"NA";45;48.0333;NA
21k;complete;NA;3879;12991;NA;NA;"NA";"GER";1988;M;H;635;"01:43:16";"02:11:05";25;103.2667;131.0833
21k;10K;NA;NA;12991;NA;NA;"NA";"GER";1988;M;H;NA;"00:48:39";"NA";25;48.65;NA
21k;complete;NA;3880;8474;NA;NA;"LG Donatus Erftstadt";"GER";1950;M;60;68;"01:43:16";"01:45:59";63;103.2667;105.9833
21k;10K;NA;NA;8474;NA;NA;"LG Donatus Erftstadt";"GER";1950;M;60;NA;"00:48:13";"NA";63;48.2167;NA
21k;complete;NA;3881;9963;NA;NA;"NA";"GER";1981;M;30;588;"01:43:17";"01:56:06";32;103.2833;116.1
21k;10K;NA;NA;9963;NA;NA;"NA";"GER";1981;M;30;NA;"00:49:03";"NA";32;49.05;NA
21k;complete;NA;3882;6757;NA;NA;"SF Kladow";"GER";1966;M;45;604;"01:43:18";"01:46:26";47;103.3;106.4333
21k;10K;NA;NA;6757;NA;NA;"SF Kladow";"GER";1966;M;45;NA;"00:48:50";"NA";47;48.8333;NA
21k;complete;NA;3883;10304;NA;NA;"NA";"DEN";1963;M;50;401;"01:43:18";"01:47:19";50;103.3;107.3167
21k;10K;NA;NA;10304;NA;NA;"NA";"DEN";1963;M;50;NA;"00:48:16";"NA";50;48.2667;NA
21k;complete;NA;3884;14692;NA;NA;"NA";"ESP";1981;M;30;589;"01:43:18";"01:50:32";32;103.3;110.5333
21k;10K;NA;NA;14692;NA;NA;"NA";"ESP";1981;M;30;NA;"00:49:13";"NA";32;49.2167;NA
21k;complete;NA;3885;10623;NA;NA;"NA";"SWE";1993;M;H;636;"01:43:19";"02:10:52";20;103.3167;130.8667
21k;10K;NA;NA;10623;NA;NA;"NA";"SWE";1993;M;H;NA;"00:47:42";"NA";20;47.7;NA
21k;complete;NA;3886;7391;NA;NA;"NA";"GER";1955;M;55;132;"01:43:19";"01:44:23";58;103.3167;104.3833
21k;10K;NA;NA;7391;NA;NA;"NA";"GER";1955;M;55;NA;"00:46:13";"NA";58;46.2167;NA
21k;complete;NA;3887;18470;NA;NA;"NA";"GER";1975;M;35;517;"01:43:19";"01:47:21";38;103.3167;107.35
21k;10K;NA;NA;18470;NA;NA;"NA";"GER";1975;M;35;NA;"00:48:22";"NA";38;48.3667;NA
21k;complete;NA;3888;15326;NA;NA;"NA";"DEN";1988;M;H;637;"01:43:19";"02:12:06";25;103.3167;132.1
21k;10K;NA;NA;15326;NA;NA;"NA";"DEN";1988;M;H;NA;"00:50:33";"NA";25;50.55;NA
21k;complete;NA;3889;15343;NA;NA;"Ejby Løb For Livet";"DEN";1990;M;H;638;"01:43:19";"01:49:18";23;103.3167;109.3
21k;10K;NA;NA;15343;NA;NA;"Ejby Løb For Livet";"DEN";1990;M;H;NA;"00:49:49";"NA";23;49.8167;NA
21k;complete;NA;3890;18079;NA;NA;"Die Schlafmützen";"GER";1979;M;30;590;"01:43:19";"01:45:21";34;103.3167;105.35
21k;10K;NA;NA;18079;NA;NA;"Die Schlafmützen";"GER";1979;M;30;NA;"00:48:17";"NA";34;48.2833;NA
21k;complete;NA;3891;F9900;NA;NA;"NA";"GER";1982;W;30;63;"01:43:19";"01:44:42";31;103.3167;104.7
21k;10K;NA;NA;F9900;NA;NA;"NA";"GER";1982;W;30;NA;"00:46:52";"NA";31;46.8667;NA
21k;complete;NA;3891;3698;NA;NA;"NA";"POL";1985;M;H;639;"01:43:19";"01:49:29";28;103.3167;109.4833
21k;10K;NA;NA;3698;NA;NA;"NA";"POL";1985;M;H;NA;"00:49:39";"NA";28;49.65;NA
21k;complete;NA;3893;19047;NA;NA;"swb-runners";"GER";1961;M;50;402;"01:43:20";"01:48:56";52;103.3333;108.9333
21k;10K;NA;NA;19047;NA;NA;"swb-runners";"GER";1961;M;50;NA;"00:47:46";"NA";52;47.7667;NA
21k;complete;NA;3894;10120;NA;NA;"VfL Kloster Oesede";"GER";1988;M;H;640;"01:43:20";"02:07:47";25;103.3333;127.7833
21k;10K;NA;NA;10120;NA;NA;"VfL Kloster Oesede";"GER";1988;M;H;NA;"00:48:33";"NA";25;48.55;NA
21k;complete;NA;3895;20395;NA;NA;"NA";"GER";1980;M;30;591;"01:43:20";"01:50:48";33;103.3333;110.8
21k;10K;NA;NA;20395;NA;NA;"NA";"GER";1980;M;30;NA;"00:49:09";"NA";33;49.15;NA
21k;complete;NA;3896;F1153;NA;NA;"MSF";"GER";1982;W;30;64;"01:43:20";"02:12:08";31;103.3333;132.1333
21k;10K;NA;NA;F1153;NA;NA;"MSF";"GER";1982;W;30;NA;"00:50:51";"NA";31;50.85;NA
21k;complete;NA;3896;13127;NA;NA;"NA";"GER";1975;M;35;518;"01:43:20";"01:49:41";38;103.3333;109.6833
21k;10K;NA;NA;13127;NA;NA;"NA";"GER";1975;M;35;NA;"00:50:29";"NA";38;50.4833;NA
21k;complete;NA;3898;12452;NA;NA;"NA";"GER";1968;M;45;605;"01:43:20";"01:57:55";45;103.3333;117.9167
21k;10K;NA;NA;12452;NA;NA;"NA";"GER";1968;M;45;NA;"00:49:35";"NA";45;49.5833;NA
21k;complete;NA;3899;21000;NA;NA;"NA";"GER";1967;M;45;606;"01:43:20";"01:48:44";46;103.3333;108.7333
21k;10K;NA;NA;21000;NA;NA;"NA";"GER";1967;M;45;NA;"00:49:02";"NA";46;49.0333;NA
21k;complete;NA;3900;18731;NA;NA;"marathon club roma";"ITA";1963;M;50;403;"01:43:20";"01:45:16";50;103.3333;105.2667
21k;10K;NA;NA;18731;NA;NA;"marathon club roma";"ITA";1963;M;50;NA;"00:47:06";"NA";50;47.1;NA
21k;complete;NA;3901;13857;NA;NA;"NA";"GBR";1982;M;30;592;"01:43:21";"02:18:36";31;103.35;138.6
21k;10K;NA;NA;13857;NA;NA;"NA";"GBR";1982;M;30;NA;"00:48:32";"NA";31;48.5333;NA
21k;complete;NA;3901;19663;NA;NA;"Born2run";"ITA";1949;M;60;69;"01:43:21";"01:46:19";64;103.35;106.3167
21k;10K;NA;NA;19663;NA;NA;"Born2run";"ITA";1949;M;60;NA;"00:48:50";"NA";64;48.8333;NA
21k;complete;NA;3903;5667;NA;NA;"NA";"GER";1985;M;H;641;"01:43:21";"01:49:03";28;103.35;109.05
21k;10K;NA;NA;5667;NA;NA;"NA";"GER";1985;M;H;NA;"00:49:01";"NA";28;49.0167;NA
21k;complete;NA;3904;10775;NA;NA;"NA";"GER";1987;M;H;642;"01:43:21";"01:55:54";26;103.35;115.9
21k;10K;NA;NA;10775;NA;NA;"NA";"GER";1987;M;H;NA;"00:47:29";"NA";26;47.4833;NA
21k;complete;NA;3905;15596;NA;NA;"NA";"DEN";1977;M;35;519;"01:43:21";"01:49:09";36;103.35;109.15
21k;10K;NA;NA;15596;NA;NA;"NA";"DEN";1977;M;35;NA;"00:49:58";"NA";36;49.9667;NA
21k;complete;NA;3906;19278;NA;NA;"NA";"GER";1968;M;45;607;"01:43:21";"01:49:14";45;103.35;109.2333
21k;10K;NA;NA;19278;NA;NA;"NA";"GER";1968;M;45;NA;"00:47:20";"NA";45;47.3333;NA
21k;complete;NA;3907;9217;NA;NA;"NA";"USA";1989;M;H;643;"01:43:21";"02:11:44";24;103.35;131.7333
21k;10K;NA;NA;9217;NA;NA;"NA";"USA";1989;M;H;NA;"00:50:37";"NA";24;50.6167;NA
21k;complete;NA;3908;F1184;NA;NA;"SC Potsdam";"GER";1970;W;40;54;"01:43:21";"01:46:11";43;103.35;106.1833
21k;10K;NA;NA;F1184;NA;NA;"SC Potsdam";"GER";1970;W;40;NA;"00:46:08";"NA";43;46.1333;NA
21k;complete;NA;3909;6097;NA;NA;"G.S. Peter Pan";"ITA";1960;M;50;404;"01:43:21";"01:43:54";53;103.35;103.9
21k;10K;NA;NA;6097;NA;NA;"G.S. Peter Pan";"ITA";1960;M;50;NA;"00:49:43";"NA";53;49.7167;NA
21k;complete;NA;3910;12633;NA;NA;"Jyderup LMK";"DEN";1961;M;50;405;"01:43:21";"01:47:33";52;103.35;107.55
21k;10K;NA;NA;12633;NA;NA;"Jyderup LMK";"DEN";1961;M;50;NA;"00:45:44";"NA";52;45.7333;NA
21k;complete;NA;3911;F3205;NA;NA;"MTG Mannheim";"GER";1991;W;H;102;"01:43:22";"01:44:13";22;103.3667;104.2167
21k;10K;NA;NA;F3205;NA;NA;"MTG Mannheim";"GER";1991;W;H;NA;"00:47:33";"NA";22;47.55;NA
21k;complete;NA;3912;15827;NA;NA;"LTV Kiel-Ost";"GER";1960;M;50;406;"01:43:22";"01:47:10";53;103.3667;107.1667
21k;10K;NA;NA;15827;NA;NA;"LTV Kiel-Ost";"GER";1960;M;50;NA;"00:49:14";"NA";53;49.2333;NA
21k;complete;NA;3913;17371;NA;NA;"NA";"GER";1970;M;40;522;"01:43:22";"01:48:30";43;103.3667;108.5
21k;10K;NA;NA;17371;NA;NA;"NA";"GER";1970;M;40;NA;"00:48:36";"NA";43;48.6;NA
21k;complete;NA;3913;10789;NA;NA;"Ltv Kiel-OST";"GER";1968;M;45;608;"01:43:22";"01:47:10";45;103.3667;107.1667
21k;10K;NA;NA;10789;NA;NA;"Ltv Kiel-OST";"GER";1968;M;45;NA;"00:49:14";"NA";45;49.2333;NA
21k;complete;NA;3915;4881;NA;NA;"NA";"GER";1970;M;40;523;"01:43:22";"01:47:41";43;103.3667;107.6833
21k;10K;NA;NA;4881;NA;NA;"NA";"GER";1970;M;40;NA;"00:47:32";"NA";43;47.5333;NA
21k;complete;NA;3916;8112;NA;NA;"NA";"GER";1981;M;30;593;"01:43:22";"01:59:50";32;103.3667;119.8333
21k;10K;NA;NA;8112;NA;NA;"NA";"GER";1981;M;30;NA;"00:48:26";"NA";32;48.4333;NA
21k;complete;NA;3917;1284;NA;NA;"NA";"GER";1952;M;60;70;"01:43:23";"01:55:37";61;103.3833;115.6167
21k;10K;NA;NA;1284;NA;NA;"NA";"GER";1952;M;60;NA;"00:48:38";"NA";61;48.6333;NA
21k;complete;NA;3918;6177;NA;NA;"Tynset I.F.";"NOR";1952;M;60;71;"01:43:23";"01:46:03";61;103.3833;106.05
21k;10K;NA;NA;6177;NA;NA;"Tynset I.F.";"NOR";1952;M;60;NA;"00:48:40";"NA";61;48.6667;NA
21k;complete;NA;3919;5334;NA;NA;"NA";"GER";1978;M;35;520;"01:43:23";"01:49:41";35;103.3833;109.6833
21k;10K;NA;NA;5334;NA;NA;"NA";"GER";1978;M;35;NA;"00:47:05";"NA";35;47.0833;NA
21k;complete;NA;3919;15495;NA;NA;"BSG BML Bonn";"GER";1977;M;35;520;"01:43:23";"01:49:42";36;103.3833;109.7
21k;10K;NA;NA;15495;NA;NA;"BSG BML Bonn";"GER";1977;M;35;NA;"00:49:15";"NA";36;49.25;NA
21k;complete;NA;3921;15285;NA;NA;"NA";"RUS";1963;M;50;407;"01:43:23";"02:13:27";50;103.3833;133.45
21k;10K;NA;NA;15285;NA;NA;"NA";"RUS";1963;M;50;NA;"00:50:37";"NA";50;50.6167;NA
21k;complete;NA;3922;F5437;NA;NA;"Osterather TV";"GER";1964;W;45;49;"01:43:24";"01:44:43";49;103.4;104.7167
21k;10K;NA;NA;F5437;NA;NA;"Osterather TV";"GER";1964;W;45;NA;"00:47:13";"NA";49;47.2167;NA
21k;complete;NA;3923;4518;NA;NA;"NA";"NED";1969;M;40;524;"01:43:24";"01:46:38";44;103.4;106.6333
21k;10K;NA;NA;4518;NA;NA;"NA";"NED";1969;M;40;NA;"00:48:34";"NA";44;48.5667;NA
21k;complete;NA;3924;10997;NA;NA;"NA";"GER";1990;M;H;644;"01:43:24";"01:49:20";23;103.4;109.3333
21k;10K;NA;NA;10997;NA;NA;"NA";"GER";1990;M;H;NA;"00:49:02";"NA";23;49.0333;NA
21k;complete;NA;3925;7333;NA;NA;"NA";"GER";1958;M;55;133;"01:43:25";"02:10:05";55;103.4167;130.0833
21k;10K;NA;NA;7333;NA;NA;"NA";"GER";1958;M;55;NA;"00:49:15";"NA";55;49.25;NA
21k;complete;NA;3926;13416;NA;NA;"NA";"GER";1986;M;H;645;"01:43:25";"01:58:25";27;103.4167;118.4167
21k;10K;NA;NA;13416;NA;NA;"NA";"GER";1986;M;H;NA;"00:50:29";"NA";27;50.4833;NA
21k;complete;NA;3927;6482;NA;NA;"NA";"GER";1974;M;35;522;"01:43:25";"01:43:35";39;103.4167;103.5833
21k;10K;NA;NA;6482;NA;NA;"NA";"GER";1974;M;35;NA;"00:48:29";"NA";39;48.4833;NA
21k;complete;NA;3928;F7435;NA;NA;"NA";"ITA";1971;W;40;55;"01:43:26";"02:12:12";42;103.4333;132.2
21k;10K;NA;NA;F7435;NA;NA;"NA";"ITA";1971;W;40;NA;"00:50:33";"NA";42;50.55;NA
21k;complete;NA;3929;19697;NA;NA;"MRRC München";"GER";1971;M;40;525;"01:43:26";"01:48:37";42;103.4333;108.6167
21k;10K;NA;NA;19697;NA;NA;"MRRC München";"GER";1971;M;40;NA;"00:49:26";"NA";42;49.4333;NA
21k;complete;NA;3930;5796;NA;NA;"NA";"ITA";1967;M;45;609;"01:43:26";"01:44:46";46;103.4333;104.7667
21k;10K;NA;NA;5796;NA;NA;"NA";"ITA";1967;M;45;NA;"00:45:40";"NA";46;45.6667;NA
21k;complete;NA;3931;15098;NA;NA;"NA";"DEN";1980;M;30;594;"01:43:26";"01:51:17";33;103.4333;111.2833
